제목,편수,본문_번체,본문_간체,시체,길이(자수)
贈特進汝陽王二十韻 ,제1수,樽罍臨極浦,樽罍临极浦,5언장편,5
贈特進汝陽王二十韻 ,제1수,鳧雁宿張燈,凫雁宿张灯,5언장편,5
贈特進汝陽王二十韻 ,제1수,花月窮遊宴,花月穷游宴,5언장편,5
贈特進汝陽王二十韻 ,제1수,炎天避鬱蒸,炎天避郁蒸,5언장편,5
贈特進汝陽王二十韻 ,제1수,硯寒金井水,砚寒金井水,5언장편,5
贈特進汝陽王二十韻 ,제1수,簷動玉壺冰,檐动玉壶冰,5언장편,5
贈特進汝陽王二十韻 ,제1수,瓢飮惟三徑,瓢飮惟叁径,5언장편,5
贈特進汝陽王二十韻 ,제1수,巖棲在百層,巖栖在百层,5언장편,5
贈特進汝陽王二十韻 ,제1수,謬持蠡測海,谬持蠡测海,5언장편,5
贈特進汝陽王二十韻 ,제1수,況挹酒如澠,况挹酒如渑,5언장편,5
贈特進汝陽王二十韻 ,제1수,鴻寶寧全袐,鸿宝宁全袐,5언장편,5
贈特進汝陽王二十韻 ,제1수,丹梯庶可凌,丹梯庶可凌,5언장편,5
贈特進汝陽王二十韻 ,제1수,淮王門有客,淮王门有客,5언장편,5
贈特進汝陽王二十韻 ,제1수,終不愧孫登,终不愧孙登,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,有美生人傑,有美生人杰,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,由來積德門,由來积德门,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,漢朝丞相系,汉朝丞相系,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,梁日帝王孫,梁日帝王孙,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,蘊藉爲郎久,蕴藉为郎久,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,魁梧秉哲尊,魁梧秉哲尊,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,詞華傾後輩,词华倾后辈,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,風雅靄孤鶱,风雅霭孤鶱,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,宅相榮姻戚,宅相荣姻戚,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,兒童惠討論,儿童惠讨論,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,見知眞自幼,见知眞自幼,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,謀拙愧諸昆,谋拙愧诸昆,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,漂蕩雲天闊,漂荡云天阔,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,沈埋日月奔,沈埋日月奔,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,致君時已晩,致君时已晩,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,懷古意空存,怀古意空存,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,中散山陽鍛,中散山阳锻,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,愚公野谷邨,愚公野谷邨,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,寧紆長者轍,宁纡长者辙,5언장편,5
贈比部蕭郎中十兄 [甫從姑之子] ,제1수,歸老任乾坤,归老任乾坤,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,有客傳河尹,有客传河尹,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,逢人問孔融,逢人问孔融,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,靑囊仍隱逸,靑囊仍隐逸,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,章甫尙西東,章甫尙西东,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,鼎食分門戶,鼎食分门户,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,詞場繼國風,词场继国风,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,尊榮瞻地絶,尊荣瞻地絶,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,疎放憶途窮,疎放忆途穷,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,濁酒尋陶令,浊酒寻陶令,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,丹砂訪葛洪,丹砂访葛洪,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,江湖漂短褐,江湖漂短褐,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,霜雪滿飛蓬,霜雪满飞蓬,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,牢落乾坤大,牢落乾坤大,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,周流道術空,周流道术空,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,謬慚知薊子,谬惭知蓟子,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,眞怯笑揚雄,眞怯笑扬雄,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,盤錯神明懼,盘错神明惧,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,謳歌德義豐,讴歌德义丰,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,尸鄕餘土室,尸乡馀土室,5언장편,5
奉寄河南韋尹丈人 [甫故廬在偃師 承韋公頻有訪過 故有下句] ,제1수,誰話祝雞翁,谁话祝鸡翁,5언장편,5
贈韋左丞濟 ,제1수,左轄頻虛位,左辖频虚位,5언장편,5
贈韋左丞濟 ,제1수,今年得舊儒,今年得旧儒,5언장편,5
贈韋左丞濟 ,제1수,相門韋氏在,相门韦氏在,5언장편,5
贈韋左丞濟 ,제1수,經術漢臣須,经术汉臣须,5언장편,5
贈韋左丞濟 ,제1수,時議歸前烈,时议归前烈,5언장편,5
贈韋左丞濟 ,제1수,天倫恨莫俱,天伦恨莫俱,5언장편,5
贈韋左丞濟 ,제1수,鴒原荒宿草,鸰塬荒宿草,5언장편,5
贈韋左丞濟 ,제1수,鳳沼接亨衢,凤沼接亨衢,5언장편,5
贈韋左丞濟 ,제1수,有客雖安命,有客虽安命,5언장편,5
贈韋左丞濟 ,제1수,衰容豈壯夫,衰容豈壮夫,5언장편,5
贈韋左丞濟 ,제1수,家人憂几杖,家人忧几杖,5언장편,5
贈韋左丞濟 ,제1수,甲子混泥塗,甲子混泥涂,5언장편,5
贈韋左丞濟 ,제1수,不謂矜餘力,不谓矜馀力,5언장편,5
贈韋左丞濟 ,제1수,還來謁大巫,还來谒大巫,5언장편,5
贈韋左丞濟 ,제1수,歲寒仍顧遇,岁寒仍顾遇,5언장편,5
贈韋左丞濟 ,제1수,日暮且踟躕,日暮且踟蹰,5언장편,5
贈韋左丞濟 ,제1수,老驥思千里,老骥思千里,5언장편,5
贈韋左丞濟 ,제1수,饑鷹待一呼,饥鹰待一唿,5언장편,5
贈韋左丞濟 ,제1수,君能微感激,君能微感激,5언장편,5
贈韋左丞濟 ,제1수,亦足慰榛蕪,亦足慰榛芜,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,紈袴不餓死,纨袴不饿死,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,儒冠多誤身,儒冠多误身,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,丈人試靜聽,丈人试静听,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,賤子請具陳,贱子请具陈,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,甫昔少年日,甫昔少年日,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,早充觀國賓,早充观国宾,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,讀書破萬卷,读书破万卷,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,下筆如有神,下笔如有神,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,賦料揚雄敵,赋料扬雄敌,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,詩書子建親,诗书子建亲,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,李邕求識面,李邕求识面,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,王翰願卜鄰,王翰愿卜邻,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,自謂頗挺出,自谓颇挺出,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,立登要路津,立登要路津,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,致君堯舜上,致君尧舜上,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,再使風俗淳,再使风俗淳,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,此意竟蕭條,此意竟萧条,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,行歌非隱淪,行歌非隐沦,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,騎驢三十載,骑驴叁十载,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,旅食京華春,旅食京华春,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,朝扣富兒門,朝扣富儿门,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,暮隨肥馬塵,暮随肥马尘,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,殘杯與冷炙,残杯与冷炙,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,到處潛悲辛,到处潜悲辛,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,主上頃見徵,主上顷见徵,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,欻然欲求伸,欻然欲求伸,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,靑冥卻垂翅,靑冥却垂翅,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,蹭蹬無縱鱗,蹭蹬无纵鳞,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,甚愧大人厚,甚愧大人厚,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,甚知丈人眞,甚知丈人眞,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,每於百僚上,每于百僚上,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,猥誦佳句新,猥诵佳句新,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,竊效貢公喜,窃效贡公喜,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,難甘原憲貧,难甘塬宪贫,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,焉能心怏怏,焉能心怏怏,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,祗是走踆踆,祗是走踆踆,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,今欲東入海,今欲东入海,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,卽將西去秦,卽将西去秦,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,尙憐終南山,尙怜终南山,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,回首淸渭濱,回首淸渭滨,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,常擬報一飯,常拟报一饭,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,況懷辭大臣,况怀辞大臣,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,白鷗沒浩蕩,白鸥没浩荡,5언장편,5
奉贈韋左丞丈二十二韻 ,제1수,萬里誰能馴,万里谁能驯,5언장편,5
飮中八仙歌 ,제1수,知章騎馬似乘船,知章骑马似乘船,7언장편,7
飮中八仙歌 ,제1수,眼花落井水底眠,眼花落井水底眠,7언장편,7
飮中八仙歌 ,제1수,汝陽三斗始朝天,汝阳叁斗始朝天,7언장편,7
飮中八仙歌 ,제1수,道逢麯車口流涎,道逢麯車口流涎,7언장편,7
飮中八仙歌 ,제1수,恨不移封向酒泉,恨不移封向酒泉,7언장편,7
飮中八仙歌 ,제1수,左相日興費萬錢,左相日兴费万钱,7언장편,7
飮中八仙歌 ,제1수,飮如長鯨吸百川,飮如长鲸吸百川,7언장편,7
飮中八仙歌 ,제1수,銜杯樂聖稱避賢,衔杯乐圣称避贤,7언장편,7
飮中八仙歌 ,제1수,宗之蕭灑美少年,宗之萧洒美少年,7언장편,7
飮中八仙歌 ,제1수,擧觴白眼望靑天,擧觞白眼望靑天,7언장편,7
飮中八仙歌 ,제1수,皎如玉樹臨風前,皎如玉树临风前,7언장편,7
飮中八仙歌 ,제1수,蘇晉長齋繡佛前,苏晋长斋绣佛前,7언장편,7
飮中八仙歌 ,제1수,醉中往往愛逃禪,醉中往往爱逃禅,7언장편,7
飮中八仙歌 ,제1수,李白一斗詩百篇,李白一斗诗百篇,7언장편,7
飮中八仙歌 ,제1수,長安市上酒家眠,长安市上酒家眠,7언장편,7
飮中八仙歌 ,제1수,天子呼來不上船,天子唿來不上船,7언장편,7
飮中八仙歌 ,제1수,自稱臣是酒中仙,自称臣是酒中仙,7언장편,7
飮中八仙歌 ,제1수,張旭三杯草聖傳,张旭叁杯草圣传,7언장편,7
飮中八仙歌 ,제1수,脫帽露頂王公前,脱帽露顶王公前,7언장편,7
飮中八仙歌 ,제1수,揮毫落紙如雲煙,挥毫落纸如云烟,7언장편,7
飮中八仙歌 ,제1수,焦遂五斗方卓然,焦遂五斗方卓然,7언장편,7
飮中八仙歌 ,제1수,高談雄辯驚四筵,高谈雄辩惊四筵,7언장편,7
高都護驄馬行 ,제1수,安西都護胡靑驄,安西都护胡靑骢,7언장편,7
高都護驄馬行 ,제1수,聲價欻然來向東,声价欻然來向东,7언장편,7
高都護驄馬行 ,제1수,此馬臨陣久無敵,此马临阵久无敌,7언장편,7
高都護驄馬行 ,제1수,與人一心成大功,与人一心成大功,7언장편,7
高都護驄馬行 ,제1수,功成惠養隨所致,功成惠养随所致,7언장편,7
高都護驄馬行 ,제1수,飄飄遠自流沙至,飘飘远自流沙至,7언장편,7
高都護驄馬行 ,제1수,雄姿未受伏櫪恩,雄姿未受伏枥恩,7언장편,7
高都護驄馬行 ,제1수,猛氣猶思戰場利,勐气犹思战场利,7언장편,7
高都護驄馬行 ,제1수,腕促蹄高如踣鐵,腕促蹄高如踣铁,7언장편,7
高都護驄馬行 ,제1수,交河幾蹴曾冰裂,交河几蹴曾冰裂,7언장편,7
高都護驄馬行 ,제1수,五花散作雲滿身,五花散作云满身,7언장편,7
高都護驄馬行 ,제1수,萬里方看汗流血,万里方看汗流血,7언장편,7
高都護驄馬行 ,제1수,長安壯兒不敢騎,长安壮儿不敢骑,7언장편,7
高都護驄馬行 ,제1수,走過掣電傾城知,走过掣电倾城知,7언장편,7
高都護驄馬行 ,제1수,靑絲絡頭爲君老,靑丝络头为君老,7언장편,7
高都護驄馬行 ,제1수,何由卻出橫門道,何由却出横门道,7언장편,7
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,配極玄都閟,配极玄都閟,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,憑高禁籞長,凭高禁籞长,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,守祧嚴具禮,守祧严具礼,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,掌節鎭非常,掌节镇非常,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,碧瓦初寒外,碧瓦初寒外,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,金莖一氣旁,金茎一气旁,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,山河扶繡戶,山河扶绣户,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,日月近雕梁,日月近雕梁,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,仙李蟠根大,仙李蟠根大,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,猗蘭奕葉光,猗蘭奕葉光,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,世家遺舊史,世家遗旧史,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,道德付今王,道德付今王,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,畫手看前輩,画手看前辈,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,吳生遠擅場,吴生远擅场,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,森羅移地軸,森羅移地轴,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,妙絶動宮牆,妙絶动宫墙,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,五聖聯龍袞,五圣联龙衮,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,千官列雁行,千官列雁行,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,冕旒俱秀發,冕旒俱秀发,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,旌旆盡飛揚,旌旆尽飞扬,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,翠柏深留景,翠柏深留景,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,紅梨逈得霜,红梨逈得霜,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,風箏吹玉柱,风筝吹玉柱,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,露井凍銀床,露井冻银床,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,身退卑周室,身退卑周室,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,經傳拱漢皇,经传拱汉皇,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,谷神如不死,谷神如不死,5언장편,5
冬日洛城北謁玄元皇帝廟 [廟有吳道子畫五聖圖] ,제1수,養拙更何鄕,养拙更何乡,5언장편,5
故武衛將軍挽詞 三首 ,제1수,嚴警當寒夜,严警当寒夜,5언율시,5
故武衛將軍挽詞 三首 ,제1수,前軍落大星,前军落大星,5언율시,5
故武衛將軍挽詞 三首 ,제1수,壯夫思敢決,壮夫思敢决,5언율시,5
故武衛將軍挽詞 三首 ,제1수,哀詔惜精靈,哀诏惜精灵,5언율시,5
故武衛將軍挽詞 三首 ,제1수,王者今無戰,王者今无战,5언율시,5
故武衛將軍挽詞 三首 ,제1수,書生已勒銘,书生已勒铭,5언율시,5
故武衛將軍挽詞 三首 ,제1수,封侯意疎濶,封侯意疎濶,5언율시,5
故武衛將軍挽詞 三首 ,제1수,編簡爲誰靑,编简为谁靑,5언율시,5
故武衛將軍挽詞 三首 ,제2수,舞劍過人絶,舞剑过人絶,5언율시,5
故武衛將軍挽詞 三首 ,제2수,鳴弓射獸能,鸣弓射兽能,5언율시,5
故武衛將軍挽詞 三首 ,제2수,銛鋒行愜順,铦锋行惬顺,5언율시,5
故武衛將軍挽詞 三首 ,제2수,猛噬失蹻騰,勐噬失蹻腾,5언율시,5
故武衛將軍挽詞 三首 ,제2수,赤羽千夫膳,赤羽千夫膳,5언율시,5
故武衛將軍挽詞 三首 ,제2수,黃河十月冰,黄河十月冰,5언율시,5
故武衛將軍挽詞 三首 ,제2수,橫行沙漠外,横行沙漠外,5언율시,5
故武衛將軍挽詞 三首 ,제2수,神速至今稱,神速至今称,5언율시,5
故武衛將軍挽詞 三首 ,제3수,哀挽靑門去,哀挽靑门去,5언율시,5
