책수,소집,제목,편수,본문_번체,본문_간체,시체
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,竝頭戢戢魚深處,竝头戢戢鱼深处,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,獨立亭亭水濶邊,独立亭亭水濶边,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,脂粉枉敎顔色比,脂粉枉敎顔色比,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,根株徹底性情圓,根株彻底性情圆,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,人間莫數閒桃李,人间莫数閒桃李,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제1수,除是禪花卽屬仙,除是禅花卽属仙,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,誰見風淸月白天,谁见风淸月白天,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,夜凉人定氣澄然,夜凉人定气澄然,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,初來轉騎香全港,初来转骑香全港,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,恨不移家水兩邊,恨不移家水两边,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,紅粉一時藏面半,红粉一时藏面半,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,靑羅萬柄盖頭圓,靑罗万柄盖头圆,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,公餘有此池塘勝,公馀有此池塘胜,7언율시
警修堂全藁冊十一,花徑賸墨九,畿輔伯朴稚圭。招同李稚成，雨稚，篠齋，錫汝天,제2수,難是藩臣不喚仙,难是藩臣不唤仙,7언율시
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제1수,因循踪跡尙人間,因循踪迹尙人间,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제1수,借看屛風畫裏山,借看屛风画里山,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제1수,見說漁村秋色早,见说渔村秋色早,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제1수,碧花紅穗媚松關,碧花红穗媚松关,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제2수,東湖艇子可安流,东湖艇子可安流,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제2수,待我湖邊雙白鷗,待我湖边双白鸥,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제2수,莫說蘆花無覓處,莫说芦花无觅处,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻趙奎瑞,제2수,一聲漁笛趙家樓,一声渔笛赵家楼,7언절구
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,千里故人去,千里故人去,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,西風關外秋,西风关外秋,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,蟬聲集官柳,蝉声集官柳,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,橋影漾江流,桥影漾江流,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,畵裏東明國,畵里东明国,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,人間十二樓,人间十二楼,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,平生夢刀興,平生梦刀兴,5언율시
警修堂全藁冊十一,花徑賸墨十,金士猗承旨,제1수,猶在木蘭舟,犹在木兰舟,5언율시
警修堂全藁冊十一,花徑賸墨十,仇十洲仙源逈舟圖,제1수,素舸緣谿曲折遅,素舸缘谿曲折遅,7언절구
警修堂全藁冊十一,花徑賸墨十,仇十洲仙源逈舟圖,제1수,絳桃風惡夕陽時,绛桃风恶夕阳时,7언절구
警修堂全藁冊十一,花徑賸墨十,仇十洲仙源逈舟圖,제1수,回頭不覺仙源隔,回头不觉仙源隔,7언절구
警修堂全藁冊十一,花徑賸墨十,仇十洲仙源逈舟圖,제1수,更對流花問緩期,更对流花问缓期,7언절구
警修堂全藁冊十一,花徑賸墨十,伯游，菊老，命準月夜有詩。次其韻。,제1수,叢莎疊石露垂垂,丛莎叠石露垂垂,7언절구
警修堂全藁冊十一,花徑賸墨十,伯游，菊老，命準月夜有詩。次其韻。,제1수,風月新凉蟋戶知,风月新凉蟋户知,7언절구
警修堂全藁冊十一,花徑賸墨十,伯游，菊老，命準月夜有詩。次其韻。,제1수,咏史諸生自乘興,咏史诸生自乘兴,7언절구
警修堂全藁冊十一,花徑賸墨十,伯游，菊老，命準月夜有詩。次其韻。,제1수,老夫不管减眠時,老夫不管减眠时,7언절구
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,雲竇分泉竹裏厨,云窦分泉竹里厨,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,松聲入夜起風爐,松声入夜起风炉,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,水華淡淡眞腴足,水华淡淡眞腴足,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,茶葉森森正味蘓,茶叶森森正味蘓,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,阿段尙能穿乕豹,阿段尙能穿乕豹,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,子瞻從此折繻符,子瞻从此折繻符,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,臟昏滌盡隨輕汗,臟昏涤尽随轻汗,7언율시
警修堂全藁冊十一,花徑賸墨十,汲南山石間泉煎茶。茶味逈勝於井水。,제1수,書卷多慙一字無,书卷多慙一字无,7언율시
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제2수,豊才嗇命是何人,豊才啬命是何人,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제2수,天遣朱門處士身,天遣朱门处士身,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제2수,七葉重光名德位,七叶重光名德位,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제2수,古來唯有一王筠,古来唯有一王筠,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제3수,每讀名香手自焚,每读名香手自焚,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제3수,淸詞麗句孰如君,淸词丽句孰如君,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제3수,六朝金粉三唐韻,六朝金粉叁唐韵,7언절구
警修堂全藁冊十一,花徑賸墨十,題徐攸好詩卷,제3수,並作毫頭五色雲,并作毫头五色云,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제1수,郤月廊深刻燭邊,郄月廊深刻烛边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제1수,文虹爭貫米家船,文虹争贯米家船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제1수,㴑前三十年槐市,㴑前叁十年槐市,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제1수,猶是苔岑翰墨緣,犹是苔岑翰墨缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제3수,縱醉佳人錦瑟邊,纵醉佳人锦瑟边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제3수,燭花搖月入觥船,烛花摇月入觥船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제3수,相看短髮垂垂老,相看短髮垂垂老,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제3수,郤怕新知是舊緣,郄怕新知是旧缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제4수,留連花鳥殢江邊,留连花鸟殢江边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제4수,未掣鯨魚碧海船,未掣鲸鱼碧海船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제4수,倒把崛奇排奡筆,倒把崛奇排奡笔,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제4수,練歸綺靡性情緣,练归绮靡性情缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제5수,揭厲區區洌水邊,揭厉区区洌水边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제5수,風騷萬古問津船,风骚万古问津船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제5수,平生刻意開生面,平生刻意开生面,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제5수,耻共陳人與作緣,耻共陈人与作缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제6수,萬派狂瀾潰裂邊,万派狂澜溃裂边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제6수,一壺難可當舟船,一壶难可当舟船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제6수,同時白也詩無敵,同时白也诗无敌,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제6수,大有江雲渭樹緣,大有江云渭树缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제7수,凌雲健筆浩無邊,凌云健笔浩无边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제7수,萬里長江萬斛船,万里长江万斛船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제7수,欲盡迴旋紆曲趣,欲尽迴旋纡曲趣,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제7수,挐音時作葦間緣,挐音时作苇间缘,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제8수,一生心願野江邊,一生心愿野江边,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제8수,鴈齒橋頭鴨嘴船,鴈齿桥头鸭嘴船,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제8수,卛意携筇搖櫓去,卛意携筇摇橹去,7언절구
警修堂全藁冊十一,花徑賸墨十,醒叟再答余詩。重致意於替年皷篋槐市之緣。更此酬謝。聞醒叟北歸。尙僑寓仁川恓惶。殊可念也。第二三篇及之。以下五首論詩也。,제8수,詩中人結畫中緣,诗中人结画中缘,7언절구
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,夙夢亭尖沙出沒,夙梦亭尖沙出没,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,奉恩寺中樹迴旋,奉恩寺中树迴旋,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,澹黃月上歌聲外,澹黄月上歌声外,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,一碧江平舞影前,一碧江平舞影前,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,興劇悲來如送客,兴剧悲来如送客,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,酒闌人重欲沉舷,酒阑人重欲沉舷,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,白鷗我有湖山約,白鸥我有湖山约,7언율시
警修堂全藁冊十一,花徑賸墨十,東湖,제3수,還盡平生未足緣,还尽平生未足缘,7언율시
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,弱紅狼藉濕硏池,弱红狼藉湿硏池,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,吮豪沉吟何所思,吮豪沉吟何所思,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,一蜨戱蹴一花落,一蜨戱蹴一花落,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,側翅取勢前又却,侧翅取势前又却,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,湘簾十二壓錦蒜,湘帘十二压锦蒜,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,大家歌舞娛賓舘,大家歌舞娱宾舘,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,回眸凝睇鬢雲低,回眸凝睇鬓云低,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,蜨飛已過鉤欄西,蜨飞已过钩栏西,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,紈心妙臻滕王跡,纨心妙臻滕王迹,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,春風影子留金碧,春风影子留金碧,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,放筆起彈花間露,放笔起弹花间露,7언장편
警修堂全藁冊十一,花徑賸墨十,桂仙蛺蜨圖。爲篠齋學士題。,제1수,徐郞絶倒姊妹妬,徐郞絶倒姊妹妬,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,我老至情纏友于,我老至情缠友于,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,愛汝一班留於菟,爱汝一班留于菟,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,詩賦不售經義捷,诗赋不售经义捷,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,成名未必非良圖,成名未必非良图,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,薪窮火傳身不死,薪穷火传身不死,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,蜾蠃螟蛉差可喜,蜾蠃螟蛉差可喜,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,當時短折慟無兒,当时短折恸无儿,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,一日顯揚緣有子,一日显扬缘有子,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,祖遺無物但殘編,祖遗无物但残编,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,我亦致身儒術專,我亦致身儒术专,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,不其然者落遐裔,不其然者落遐裔,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,傭保難作治荒田,佣保难作治荒田,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,卽今汝雖困泥洳,卽今汝虽困泥洳,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,科官漸次終軒翥,科官渐次终轩翥,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,班聯蹩躠不知休,班联蹩躠不知休,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,見汝成立吾當去,见汝成立吾当去,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,風霜松檜霞谿湄,风霜松桧霞谿湄,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,今昔悠悠我之思,今昔悠悠我之思,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,準擬明年杏花下,準拟明年杏花下,7언장편
警修堂全藁冊十一,花徑賸墨十,姪子,제1수,續吟鴈塔題名詩,续吟鴈塔题名诗,7언장편
警修堂全藁冊十一,花徑賸墨十,高麗人詩曰。天壽門前柳絮飛。一壺誰得故人,제1수,倦馬垂鞭木葉飛,倦马垂鞭木叶飞,7언절구
警修堂全藁冊十一,花徑賸墨十,高麗人詩曰。天壽門前柳絮飛。一壺誰得故人,제1수,荒郊誰待故人歸,荒郊谁待故人归,7언절구
警修堂全藁冊十一,花徑賸墨十,高麗人詩曰。天壽門前柳絮飛。一壺誰得故人,제1수,長明燈下阡眠草,长明灯下阡眠草,7언절구
警修堂全藁冊十一,花徑賸墨十,高麗人詩曰。天壽門前柳絮飛。一壺誰得故人,제1수,天壽禪門半是非,天寿禅门半是非,7언절구
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,白雨戰紅葉,白雨战红叶,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,晻靄靑山姿,晻霭靑山姿,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,撫此樽中物,抚此樽中物,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,澹竚林間期,澹竚林间期,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,連階空翠飛,连阶空翠飞,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,響石泉聲滋,响石泉声滋,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,始愜獨往願,始惬独往愿,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,幽絶中自疑,幽絶中自疑,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,裵回以引領,裵回以引领,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,短景倐西移,短景倐西移,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,孤鑣映巖轉,孤镳映巖转,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,開門遙解眉,开门遥解眉,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,因君今雨來,因君今雨来,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,慰我秋氣悲,慰我秋气悲,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,笑指檜亭檜,笑指桧亭桧,5언장편
警修堂全藁冊十一,花徑賸墨十,雙檜亭雨。期癡叟吏部看紅葉,제1수,弥敦癡叟癡,弥敦痴叟痴,5언장편
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제3수,憶昨誦詩神凜然,忆昨诵诗神凛然,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제3수,江湖莾莾落淸篇,江湖莾莾落淸篇,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제3수,問君吾悟於何得,问君吾悟于何得,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제3수,若個鍾聲塔影邊,若个锺声塔影边,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제4수,大得意時大得謗,大得意时大得谤,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제4수,小便宜處失便宜,小便宜处失便宜,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제4수,半生所用皆鄕法,半生所用皆乡法,7언절구
警修堂全藁冊十一,花徑賸墨十,留閔丹湖,제4수,如此奇人再有誰,如此奇人再有谁,7언절구
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,獻玉三年上,献玉叁年上,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,三年一解顔,叁年一解顔,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,幾回能得見,几回能得见,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,不售每空還,不售每空还,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,古驛黃花岸,古驿黄花岸,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,淸江落木灣,淸江落木湾,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,歸歟兒女累,归欤儿女累,5언율시
警修堂全藁冊十一,花徑賸墨十,安北儒生李士衡,제1수,機杼又催寒,机杼又催寒,5언율시
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제1수,萬事天翁有定籌,万事天翁有定筹,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제1수,一毫那更著人謀,一毫那更着人谋,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제1수,壯行幼學平生志,壮行幼学平生志,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제1수,回首看來揔謬愁,回首看来揔谬愁,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제2수,尺牘哀辭妙絶倫,尺牍哀辞妙絶伦,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제2수,咳珠唾玉出嚬呻,咳珠唾玉出嚬呻,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제2수,若論蔭仕中能者,若论荫仕中能者,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제2수,藻采應無第二人,藻采应无第二人,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제3수,萬世千秋在後前,万世千秋在后前,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제3수,若人公案質昭然,若人公案质昭然,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제3수,就中可恨君生性,就中可恨君生性,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제3수,閒冷如吾與作緣,閒冷如吾与作缘,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제4수,白露蒹葭阻二年,白露蒹葭阻二年,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제4수,非無書札踵聯翩,非无书札踵联翩,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제4수,云何近得同城住,云何近得同城住,7언절구
警修堂全藁冊十一,花徑賸墨十,次韻丹湖見寄,제4수,更爲懷人廢夕眠,更为怀人废夕眠,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제2수,醉着漁翁城市間,醉着渔翁城市间,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제2수,竹林太隘黜王山,竹林太隘黜王山,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제2수,我雖不識白菴子,我虽不识白菴子,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제2수,大抵脫然名利關,大抵脱然名利关,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제3수,白菴豈是漁人流,白菴岂是渔人流,7언절구
警修堂全藁冊十一,花徑賸墨十,和徐白菴學士,제3수,金馬玉堂心狎鷗,金马玉堂心狎鸥,7언절구
